Hospital Name|CITY|State|Country
Adams County||Ohio|USA
Adams County Regional Medical Center - Seaman||Ohio|USA
Allen County||Ohio|USA
Bluffton Hospital (Blanchard Valley Health System) - Bluffton||Ohio|USA
Institute for Orthopaedic Surgery - Lima||Ohio|USA
Lima Memorial Health System - Lima||Ohio|USA
Lima Tuberculosis Hospital - Lima||Ohio|USA
St. Rita's Medical Center - Lima||Ohio|USA
Ashland County||Ohio|USA
Samaritan Hospital - Ashland (Samaritan Regional Health System)||Ohio|USA
Ashtabula County||Ohio|USA
Ashtabula County Medical Center - Ashtabula||Ohio|USA
Cleveland Clinic Glenbeigh Hospital - Rock Creek||Ohio|USA
University Hospitals Conneaut Medical Center (formerly Brown Memorial Hospital) - Conneaut||Ohio|USA
University Hospitals Geneva Medical Center (formerly Memorial Hospital of Geneva) - Geneva||Ohio|USA
Athens County||Ohio|USA
OhioHealth Doctors Hospital of Nelsonville - Nelsonville||Ohio|USA
OhioHealth O'Bleness Hospital - Athens||Ohio|USA
Belmont County||Ohio|USA
Barnesville Hospital - Barnesville||Ohio|USA
Belmont Community Hospital - Bellaire||Ohio|USA
East Ohio Regional Hospital - Martins Ferry||Ohio|USA
Brown County||Ohio|USA
Brown County General Hospital - Georgetown||Ohio|USA
Butler County||Ohio|USA
Bethesda Butler County Medical Center - Hamilton||Ohio|USA
Fort Hamilton-Hughes Hospital - Hamilton (Kettering Health Network)||Ohio|USA
McCullough-Hyde Memorial Hospital - Oxford, Ohio||Ohio|USA
Mercy Hospital Fairfield - Fairfield||Ohio|USA
West Chester Hospital - West Chester||Ohio|USA
Champaign County||Ohio|USA
Mercy Memorial Hospital - Urbana||Ohio|USA
Clark County||Ohio|USA
AMG Specialty Hospital - Edmond||Oklahoma|USA
Arbuckle Memorial Hospital - Sulphur||Oklahoma|USA
Atoka Memorial Hospital - Atoka||Oklahoma|USA
Bailey Medical Center - Owasso, Oklahoma||Oklahoma|USA
Beaver County Memorial Hosp. & Nursing Home - Beaver||Oklahoma|USA
Bone and Joint Hospital - Oklahoma City||Oklahoma|USA
Bristow Medical Center - Bristow||Oklahoma|USA
Brookhaven Hospital - Tulsa||Oklahoma|USA
Carl Albert Community Mental Health Center - McAlester||Oklahoma|USA
Carnegie Tri-County Municipal Hospital - Carnegie, Oklahoma||Oklahoma|USA
Cedar Ridge Hospital - Oklahoma City||Oklahoma|USA
Chickasaw Nation Health System - Ada||Oklahoma|USA
The Children's Center of Bethany - Bethany||Oklahoma|USA
Choctaw Memorial Hospital - Hugo||Oklahoma|USA
Choctaw Nation Health Services Authority - Talihina||Oklahoma|USA
Cimarron Memorial Hospital and Nursing Home - Boise City||Oklahoma|USA
Claremore Regional Hospital - Claremore||Oklahoma|USA
Cleveland Area Hospital - Cleveland||Oklahoma|USA
[{Coalgate County General Hospital]} - [{Coalgate, Ok]}||Oklahoma|USA
Comanche County Memorial Hospital - Lawton||Oklahoma|USA
Community Hospital Lakeview - Eufaula||Oklahoma|USA
Community Hospital of Oklahoma City - Oklahoma City||Oklahoma|USA
Continuous Care Centers of Bartlesville - Bartlesville||Oklahoma|USA
Continuous Care Centers of OK - Tulsa||Oklahoma|USA
Cordell Memorial Hospital - Cordell||Oklahoma|USA
Craig General Hospital - Vinita||Oklahoma|USA
Creek Nation Community Hospital - Okemah||Oklahoma|USA
Cushing Regional Hospital - Cushing||Oklahoma|USA
Deaconess Hospital - Oklahoma City||Oklahoma|USA
Drumright Regional Hospital - Drumright||Oklahoma|USA
Duncan Regional Hospital - Duncan||Oklahoma|USA
Eastar Health System - Muskogee||Oklahoma|USA
Eastern Oklahoma Medical Center - Poteau||Oklahoma|USA
Edmond Medical Center - Edmond||Oklahoma|USA
Edmond Specialty Hospital - Edmond||Oklahoma|USA
Elkview General Hospital - Hobart||Oklahoma|USA
Epic Medical Center - Eufaula||Oklahoma|USA
Family Medical Care Clinic - Yukon||Oklahoma|USA
Fairfax Memorial Hospital - Fairfax||Oklahoma|USA
Fairview Regional Medical Center - Fairview||Oklahoma|USA
George Nigh Rehabilitation Institute - Okmulgee||Oklahoma|USA
Grady Memorial Hospital - Chickasha||Oklahoma|USA
Great Plains Regional Medical Center - Elk City||Oklahoma|USA
Griffin Memorial Hospital - Norman||Oklahoma|USA
Harmon Memorial Hospital - Hollis||Oklahoma|USA
Harper County Community Hospital - Buffalo||Oklahoma|USA
Haskell County Healthcare System - Stigler||Oklahoma|USA
Healdton Municipal Hospital - Healdton||Oklahoma|USA
Henryetta Medical Center - Henryetta||Oklahoma|USA
Hillcrest Hospital South (was SouthCrest Hospital) - Tulsa||Oklahoma|USA
Hillcrest Medical Center - Tulsa||Oklahoma|USA
Hillcrest Specialty Hospital - Tulsa||Oklahoma|USA
Holdenville General Hospital - Holdenville||Oklahoma|USA
INTEGRIS Baptist Medical Center - Oklahoma City||Oklahoma|USA
INTEGRIS Baptist Regional Health Center - Miami||Oklahoma|USA
INTEGRIS Bass Baptist Health Center - Enid||Oklahoma|USA
INTEGRIS Blackwell Regional Hospital - Blackwell||Oklahoma|USA
INTEGRIS Canadian Valley Regional Hospital - Yukon||Oklahoma|USA
INTEGRIS Clinton Regional Hospital - Clinton||Oklahoma|USA
INTEGRIS Grove Hospital - Grove||Oklahoma|USA
INTEGRIS Health Edmond - Edmond||Oklahoma|USA
INTEGRIS Jim Thorpe Rehabilitation - Oklahoma City||Oklahoma|USA
INTEGRIS Marshall County Medical Center - Madill||Oklahoma|USA
INTEGRIS Mayes County Medical Center - Pryor||Oklahoma|USA
INTEGRIS Southwest Medical Center - Oklahoma City||Oklahoma|USA
Jackson County Memorial Hospital - Altus||Oklahoma|USA
Jane Phillips Medical Center - Bartlesville||Oklahoma|USA
Jane Phillips Nowata Health Center - Nowata||Oklahoma|USA
JD McCarty Center for Children - Norman||Oklahoma|USA
Jefferson County Hospital - Waurika||Oklahoma|USA
Johnston Memorial Hospital - Tishomingo||Oklahoma|USA
Kindred Hospital of Oklahoma City - Oklahoma City||Oklahoma|USA
Kingfisher Regional Hospital - Kingfisher||Oklahoma|USA
Lakeside Women's Hospital - Oklahoma City||Oklahoma|USA
Lane Frost Health and Rehabilitation Center - Hugo||Oklahoma|USA
Latimer County General Hospital - Wilburton||Oklahoma|USA
Laureate Psychiatric Clinic and Hospital - Tulsa||Oklahoma|USA
Lindsay Municipal Hospital - Lindsay||Oklahoma|USA
Logan Medical Center - Guthrie||Oklahoma|USA
Mangum Community Hospital - Mangum||Oklahoma|USA
Mary Hurley Hospital - Coalgate||Oklahoma|USA
McAlester Regional Health Center - McAlester||Oklahoma|USA
McBride Clinic Orthopedic Hospital, LLC - Oklahoma City||Oklahoma|USA
McCurtain Memorial Hospital - Idabel||Oklahoma|USA
MeadowBrook Specialty Hospital of Tulsa - Tulsa||Oklahoma|USA
Medical Center of Southeastern OK - Durant||Oklahoma|USA
Memorial Hospital & Physician Group - Frederick||Oklahoma|USA
Memorial Hospital of Stilwell - Stilwell||Oklahoma|USA
Memorial Hospital of Texas County - Guymon||Oklahoma|USA
Mercy Health Center of Oklahoma City - Oklahoma City||Oklahoma|USA
Mercy Health Love County - Marietta||Oklahoma|USA
Mercy Memorial Health Center, Inc. - Ardmore||Oklahoma|USA
Midwest Regional Medical Center - Midwest City||Oklahoma|USA
Norman Regional Moore - Moore||Oklahoma|USA
Muskogee Regional Medical Center - Muskogee||Oklahoma|USA
Newman Memorial Hospital - Shattuck||Oklahoma|USA
Norman Regional Health System - Norman||Oklahoma|USA
Norman Regional Hospital - Norman||Oklahoma|USA
Norman Specialty Hospital - Norman||Oklahoma|USA
Northwest Center for Behavioral Health - Woodward||Oklahoma|USA
Northwest Surgical Hospital - Oklahoma City||Oklahoma|USA
OK Center for Orthopaedic & Multi-Specialty Hospital - Oklahoma City||Oklahoma|USA
Okeene Municipal Hospital - Okeene||Oklahoma|USA
Oklahoma City Veterans Administration Hospital - Oklahoma City||Oklahoma|USA
Oklahoma Heart Hospital - Oklahoma City||Oklahoma|USA
Oklahoma Spine Hospital - Oklahoma City||Oklahoma|USA
Oklahoma State University Medical Center - Tulsa||Oklahoma|USA
Okmulgee Memorial Hospital - Okmulgee||Oklahoma|USA
Orthopedic Hospital of Oklahoma City - Oklahoma City||Oklahoma|USA
Orthopedic Hospital of Oklahoma in Tulsa - Tulsa||Oklahoma|USA
OU Medical Center - Oklahoma City||Oklahoma|USA
OU Medical Center - Edmond||Oklahoma|USA
OU Medical Center, The Children's Hospital - Oklahoma City||Oklahoma|USA
Parkside Psychiatric Hospital & Clinic - Tulsa||Oklahoma|USA
Parkview Hospital - El Reno||Oklahoma|USA
Pauls Valley General Hospital - Pauls Valley||Oklahoma|USA
Pawhuska Hospital - Pawhuska||Oklahoma|USA
Pawnee Municipal Hospital - Pawnee||Oklahoma|USA
Perry Memorial Hospital - Perry||Oklahoma|USA
Physicians Hospital in Anadarko - Anadarko||Oklahoma|USA
Ponca City Medical Center - Ponca City||Oklahoma|USA
Prague Municipal Hospital - Prague||Oklahoma|USA
Purcell Municipal Hospital - Purcell||Oklahoma|USA
Pushmataha Hospital - Antlers||Oklahoma|USA
Reynolds Army Community Hospital - Fort Sill||Oklahoma|USA
Roger Mills Memorial Hospital - Cheyenne||Oklahoma|USA
Rolling Hills Hospital - Ada||Oklahoma|USA
Saint Francis Health system - Tulsa||Oklahoma|USA
Saint Francis Hospital South - Tulsa||Oklahoma|USA
Sayre Memorial Hospital - Sayre||Oklahoma|USA
Seiling Municipal Hospital - Seiling||Oklahoma|USA
Select Specialty Hospital in Oklahoma City - Oklahoma City||Oklahoma|USA
Select Specialty Hospital in Tulsa - Tulsa||Oklahoma|USA
Seminole Medical Center - Seminole||Oklahoma|USA
Sequoyah Memorial Hospital & Home Care - Sallisaw||Oklahoma|USA
Shadow Mountain Behavioral Health System - Tulsa||Oklahoma|USA
Share Medical Center - Alva||Oklahoma|USA
Solara Hospital of Shawnee - Shawnee||Oklahoma|USA
SouthCrest Hospital - Tulsa||Oklahoma|USA
Southwestern Medical Center - Lawton||Oklahoma|USA
Southwestern Memorial Hospital - Weatherford||Oklahoma|USA
Southwestern Regional Medical Center - Tulsa||Oklahoma|USA
Specialty Hospital of Midwest City - Midwest City||Oklahoma|USA
St. Anthony Hospital - Oklahoma City||Oklahoma|USA
St. John Broken Arrow - Broken Arrow||Oklahoma|USA
St. John Health System - Tulsa||Oklahoma|USA
St. John Medical Center - Tulsa||Oklahoma|USA
St. John Owasso - Owasso||Oklahoma|USA
St. John Sapulpa - Sapulpa||Oklahoma|USA
St. Mary's Regional Medical Center - Enid||Oklahoma|USA
Stillwater Medical Center - Stillwater||Oklahoma|USA
Stroud Regional Medical Center - Stroud||Oklahoma|USA
Surgical Hospital of Oklahoma - Oklahoma City||Oklahoma|USA
Tahlequah City Hospital - Tahlequah||Oklahoma|USA
Tulsa Spine & Specialty Hospital - Tulsa||Oklahoma|USA
Unity Health Center - Shawnee||Oklahoma|USA
USPHS Indian Hospital of Claremore - Claremore||Oklahoma|USA
USPHS Indian Hospital of Clinton - Clinton||Oklahoma|USA
USPHS Indian Hospital of Lawton - Lawton||Oklahoma|USA
Valir Rehabilitation Hospital - Oklahoma City||Oklahoma|USA
Valley View Regional Hospital - Ada||Oklahoma|USA
Veterans Affairs Medical Center of Muskogee - Muskogee||Oklahoma|USA
Veterans Affairs Medical Center of Oklahoma City - Oklahoma City||Oklahoma|USA
W.W. Hastings Indian Hospital - Tahlequah||Oklahoma|USA
Wagoner Community Hospital - Wagoner||Oklahoma|USA
Watonga Municipal Hospital - Watonga||Oklahoma|USA
Willow Crest Hospital - Miami||Oklahoma|USA
Woodward Regional Hospital - Woodward||Oklahoma|USA
Samaritan Albany General Hospital|Albany|Oregon|USA
Ashland Community Hospital|Ashland|Oregon|USA
Columbia Memorial Hospital|Astoria|Oregon|USA
St. Elizabeth Health Services|Baker City|Oregon|USA
Southern Coos Hospital and Health Center|Bandon|Oregon|USA
St. Charles Medical Center - Bend|Bend|Oregon|USA
Harney District Hospital|Burns|Oregon|USA
Kaiser Sunnyside Medical Center|Clackamas|Oregon|USA
Bay Area Hospital|Coos Bay|Oregon|USA
Coquille Valley Hospital|Coquille|Oregon|USA
Good Samaritan Regional Medical Center|Corvallis|Oregon|USA
Cottage Grove Community Hospital|Cottage Grove|Oregon|USA
West Valley Hospital|Dallas|Oregon|USA
Wallowa Memorial Hospital|Enterprise|Oregon|USA
Sacred Heart Medical Center University District|Eugene|Oregon|USA
Peace Harbor Hospital|Florence|Oregon|USA
Tuality Forest Grove Hospital|Forest Grove|Oregon|USA
Curry General Hospital|Gold Beach|Oregon|USA
Three Rivers Medical Center|Grants Pass|Oregon|USA
Legacy Mount Hood Medical Center|Gresham|Oregon|USA
Pioneer Memorial Hospital|Heppner|Oregon|USA
Good Shepherd Healthcare System|Hermiston|Oregon|USA
Kaiser Westside Medical Center|Hillsboro|Oregon|USA
Tuality Community Hospital|Hillsboro|Oregon|USA
Providence Hood River Memorial Hospital|Hood River|Oregon|USA
Blue Mountain Hospital|John Day|Oregon|USA
Sky Lakes Medical Center|Klamath Falls|Oregon|USA
Grande Ronde Hospital|La Grande|Oregon|USA
Lake District Hospital|Lakeview|Oregon|USA
Samaritan Lebanon Community Hospital|Lebanon|Oregon|USA
Samaritan North Lincoln Hospital|Lincoln City|Oregon|USA
St. Charles Medical Center – Madras|Madras|Oregon|USA
Willamette Valley Medical Center|McMinnville|Oregon|USA
Providence Medford Medical Center|Medford|Oregon|USA
Rogue Regional Medical Center|Medford|Oregon|USA
Providence Milwaukie Hospital|Milwaukie|Oregon|USA
Providence Newberg Medical Center|Newberg|Oregon|USA
Samaritan Pacific Communities Hospital|Newport|Oregon|USA
Holy Rosary Medical Center|Ontario|Oregon|USA
Providence Willamette Falls Medical Center|Oregon City|Oregon|USA
Eastern Oregon Psychiatric Center|Pendleton|Oregon|USA
St. Anthony Hospital|Pendleton|Oregon|USA
Adventist Medical Center|Portland|Oregon|USA
Doernbecher Children's Hospital|Portland|Oregon|USA
Legacy Emanuel Medical Center|Portland|Oregon|USA
Legacy Good Samaritan Medical Center|Portland|Oregon|USA
Oregon Health & Science University Hospital|Portland|Oregon|USA
Providence Portland Medical Center|Portland|Oregon|USA
Providence St. Vincent Medical Center|Portland|Oregon|USA
Portland Shriners Hospital|Portland|Oregon|USA
Veterans Affairs Medical Center|Portland|Oregon|USA
Pioneer Memorial Hospital|Prineville|Oregon|USA
St. Charles Medical Center - Redmond|Redmond|Oregon|USA
Lower Umpqua Hospital District|Reedsport|Oregon|USA
Mercy Medical Center|Roseburg|Oregon|USA
Veterans Affairs Roseburg Healthcare System|Roseburg|Oregon|USA
Oregon State Hospital|Salem|Oregon|USA
Salem Hospital|Salem|Oregon|USA
Providence Seaside Hospital|Seaside|Oregon|USA
Silverton Hospital|Silverton|Oregon|USA
McKenzie-Willamette Medical Center|Springfield|Oregon|USA
Sacred Heart Medical Center at RiverBend|Springfield|Oregon|USA
Santiam Hospital|Stayton|Oregon|USA
Mid-Columbia Medical Center|The Dalles|Oregon|USA
Tillamook Regional Medical Center|Tillamook|Oregon|USA
Legacy Meridian Park Hospital|Tualatin|Oregon|USA
Pennsylvania Hospital||Philadelphia|USA
Hospital of the University of Pennsylvania||Philadelphia|USA
Thomas Jefferson University Hospital||Philadelphia|USA
Albert Einstein Medical Center||Philadelphia|USA
Magee Rehabilitation Hospital||Philadelphia|USA
Wills Eye Hospital||Philadelphia|USA
Abington Memorial Hospital||Philadelphia|USA
Bryn Mawr Hospital||Philadelphia|USA
Aria Health||Philadelphia|USA
Chestnut Hill Hospital||Philadelphia|USA
Children's Hospital of Philadelphia||Philadelphia|USA
Fairmount Behavioral Health System||Philadelphia|USA
Frankford Hospital (Aria Health)||Philadelphia|USA
Abramson Cancer Center||Philadelphia|USA
Cancer Treatment Centers of America||Philadelphia|USA
Drexel Internal Medicine Center City||Philadelphia|USA
Friends Hospital||Philadelphia|USA
Hahnemann University Hospital||Philadelphia|USA
Jeanes Hospital||Philadelphia|USA
Methodist Hospital-Jefferson||Philadelphia|USA
Penn Presbyterian Medical Center||Philadelphia|USA
Philadelphia VA Medical Center||Philadelphia|USA
Roxborough Memorial Hospital||Philadelphia|USA
St Joseph's Hospital||Philadelphia|USA
Episcopal Hospital||Philadelphia|USA
Fox Chase Cancer Center||Philadelphia|USA
Shriners Hospitals for Children||Philadelphia|USA
Bradley Hospital - East Providence||Rhode Island|USA
Butler Hospital - Providence||Rhode Island|USA
Duncan Lodge-[[Providence,Rhode Island)||Rhode Island|USA
Aurora Behavioral Health Care-San Diego||San Diego|USA
UC San Diego Medical Center||San Diego|USA
Scripps Mercy Hospital||San Diego|USA
Sharp Memorial Hospital||San Diego|USA
Sharp Mesa Vista||San Diego|USA
Sharp Cabrillo Hospital||San Diego|USA
Rady Children's Hospital||San Diego|USA
Alvarado Hospital Medical Center||San Diego|USA
Bob Wilson Naval Hospital||San Diego|USA
Kaiser Permanente Medical Center||San Diego|USA
Kindred Hospital - San Diego||San Diego|USA
Pomerado Hospital||San Diego|USA
Kearny Mesa Convalescent Hospital & Nursing Home||San Diego|USA
Sharp Mary Birch Hospital for Women||San Diego|USA
Naval Medical Center San Diego||San Diego|USA
San Diego County Psychiatric Hospital||San Diego|USA
Vencor Hospital||San Diego|USA
Promise Hospital of San Diego||San Diego|USA
Vibra Hospital of San Diego||San Diego|USA
Urgent Care & More||San Diego|USA
Morris, Timothy, Md - Ucsd Medical Ctr||San Diego|USA
Mission Valley Heights Surgery||San Diego|USA
Borrego Community Health Foundation||San Diego|USA
Ambulatory Care Surgery Ctr||San Diego|USA
Wow Hospitality Inc||San Diego|USA
Alvarado Parkway Institute||San Diego|USA
Pacific Beach Urgent Care||San Diego|USA
Sharp McDonald Center||San Diego|USA
Villa Ranch Bernardo Care Center||San Diego|USA
Sharp HealthCare||San Diego|USA
Country Villa La Mesa Healthcare Center||San Diego|USA
Sharp Coronado Hospital||San Diego|USA
Magnolia Special Care Ctr||San Diego|USA
Good Samaritan Hospital||San Jose, California|USA
Kaiser Permanente Santa Clara Medical Center||San Jose, California|USA
O'Connor Hospital||San Jose, California|USA
Regional Medical Center of San Jose||San Jose, California|USA
San Jose Medical Center||San Jose, California|USA
Santa Clara Valley Medical Center||San Jose, California|USA
Stanford Hospital and Clinics||San Jose, California|USA
Forest Surgery Center LP||San Jose, California|USA
Urgent Care||San Jose, California|USA
Npmhu San Jose Branch||San Jose, California|USA
Richmond Steven MS||San Jose, California|USA
Lotus Medical Ctr||San Jose, California|USA
El Camino Hospital Los Gatos||San Jose, California|USA
Kaiser Permanente Fremont Medical Center||San Jose, California|USA
Washington Hospital||San Jose, California|USA
Sequoia Hospital||San Jose, California|USA
Alexian Extended Care Medical||San Jose, California|USA
Abbeville Area Medical Center|Abbeville|South Carolina|USA
Aiken Regional Medical Center|Aiken|South Carolina|USA
Allendale County Hospital|Fairfax|South Carolina|USA
AnMed Health Medical Center|Anderson|South Carolina|USA
AnMed Health Women & Children's Hospital|Anderson|South Carolina|USA
Barnwell County Hospital|Barnwell|South Carolina|USA
Beaufort Memorial Hospital|Beaufort|South Carolina|USA
Bon Secours St. Francis Hospital|Charleston|South Carolina|USA
Cannon Memorial Hospital|Pickens|South Carolina|USA
Carolina Pines Regional Medical Center|Hartsville|South Carolina|USA
Carolinas Hospital System|Florence|South Carolina|USA
Carolinas Hospital System - Marion|Mullins|South Carolina|USA
Chester Regional Medical Center|Chester|South Carolina|USA
Clarendon Memorial Hospital|Manning|South Carolina|USA
Coastal Carolina Hospital|Hardeeville|South Carolina|USA
Colleton Medical Center|Walterboro|South Carolina|USA
Conway Medical Center|Conway|South Carolina|USA
East Cooper Medical Center|Mount Pleasant|South Carolina|USA
Edgefield County Hospital|Edgefield|South Carolina|USA
Fairfield Memorial Hospital|Winnsboro|South Carolina|USA
Georgetown Memorial Hospital|Georgetown|South Carolina|USA
Grand Strand Regional Medical Center|Myrtle Beach|South Carolina|USA
Greenville Memorial Hospital|Greenville|South Carolina|USA
Greer Memorial Hospital|Greer|South Carolina|USA
Hampton Regional Medical Center|Varnville|South Carolina|USA
Hillcrest Memorial Hospital|Simpsonville|South Carolina|USA
Hilton Head Hospital|Hilton Head Island|South Carolina|USA
KershawHealth Medical Center|Camden|South Carolina|USA
Lake City Community Hospital|Lake City|South Carolina|USA
Laurens County Memorial Hospital|Clinton|South Carolina|USA
Lexington Medical Center|West Columbia|South Carolina|USA
Mary Black Health System - Gaffney|Gaffney|South Carolina|USA
Mary Black Health System - Spartanburg|Spartanburg|South Carolina|USA
McLeod Health Cheraw|Cheraw|South Carolina|USA
McLeod Medical Center - Darlington|Darlington|South Carolina|USA
McLeod Medical Center - Dillon|Dillon|South Carolina|USA
McLeod Medical Center - Loris|Loris|South Carolina|USA
McLeod Medical Center - Seacoast|Little River|South Carolina|USA
McLeod Regional Medical Center|Florence|South Carolina|USA
Medical University of South Carolina Hospital|Charleston|South Carolina|USA
Newberry County Memorial Hospital|Newberry|South Carolina|USA
North Greenville Hospital|Travelers Rest|South Carolina|USA
Oconee Medical Center|Seneca|South Carolina|USA
Palmetto Health Baptist Columbia|Columbia|South Carolina|USA
Palmetto Health Baptist Easley|Easley|South Carolina|USA
Palmetto Health Baptist Parkridge|Columbia|South Carolina|USA
Palmetto Health Richland|Columbia|South Carolina|USA
Patewood Memorial Hospital|Greenville|South Carolina|USA
Pelham Medical Center|Greer|South Carolina|USA
Piedmont Medical Center|Rock Hill|South Carolina|USA
Providence Hospital|Columbia|South Carolina|USA
Providence Hospital Northeast|Columbia|South Carolina|USA
Regency Hospital|Florence|South Carolina|USA
Regency Hospital of Greenville|Greenville|South Carolina|USA
Roper Hospital|Charleston|South Carolina|USA
Roper St. Francis Mount Pleasant Hospital|Mount Pleasant|South Carolina|USA
Self Regional Healthcare|Greenwood|South Carolina|USA
Shriners Hospitals for Children - Greenville|Greenville|South Carolina|USA
Spartanburg Hospital for Restorative Care|Spartanburg|South Carolina|USA
Spartanburg Medical Center|Spartanburg|South Carolina|USA
Springs Memorial Hospital|Lancaster|South Carolina|USA
St. Francis Hospital - Downtown|Greenville|South Carolina|USA
St. Francis Hospital - Eastside|Greenville|South Carolina|USA
Summerville Medical Center|Summerville|South Carolina|USA
The Regional Medical Center|Orangeburg|South Carolina|USA
Trident Medical Center|North Charleston|South Carolina|USA
Tuomey Regional Medical Center|Sumter|South Carolina|USA
Union Medical Center|Union|South Carolina|USA
Waccamaw Community Hospital|Murrells Inlet|South Carolina|USA
Williamsburg Regional Hospital|Kingstree|South Carolina|USA
Baptist Hospital (St. Thomas Midtown)||Middle Tennessee|USA
Centennial Medical Center (Nashville, Tennessee)||Middle Tennessee|USA
Centennial Medical Center at Ashland City||Middle Tennessee|USA
Gateway Medical Center (Clarksville) (Tennova)||Middle Tennessee|USA
Hendersonville Medical Center||Middle Tennessee|USA
Hickman Community Hospital (St. Thomas Hickman)||Middle Tennessee|USA
Horizon Medical Center||Middle Tennessee|USA
Maury Regional Medical Center||Middle Tennessee|USA
Middle Tennessee Medical Center (St. Thomas Rutherford)||Middle Tennessee|USA
Nashville General Hospital||Middle Tennessee|USA
Saint Thomas Hospital (St. Thomas West)||Middle Tennessee|USA
Saint Thomas Midtown||Middle Tennessee|USA
Saint Thomas Rutherford||Middle Tennessee|USA
Skyline Medical Center||Middle Tennessee|USA
Skyline Medical Center - Madison Campus||Middle Tennessee|USA
Southern Hills Medical Center||Middle Tennessee|USA
Stonecrest Medical Center||Middle Tennessee|USA
Summit Medical Center||Middle Tennessee|USA
Tennova Healthcare - Lebanon||Middle Tennessee|USA
Vanderbilt Children's Hospital||Middle Tennessee|USA
Vanderbilt Medical Center||Middle Tennessee|USA
Williamson Medical Center||Middle Tennessee|USA
NorthCrest Medical Center||Middle Tennessee|USA
Monroe Carell Jr. Children's Hospital at Vanderbilt||Nashville, Tennessee|USA
Nashville General Hospital||Nashville, Tennessee|USA
Saint Thomas Midtown||Nashville, Tennessee|USA
Saint Thomas West||Nashville, Tennessee|USA
The Children's Hospital at Tristar Centennial||Nashville, Tennessee|USA
Tristar Centennial Medical Center||Nashville, Tennessee|USA
Tristar Skyline Medical Center||Nashville, Tennessee|USA
Tristar Southern Hills Medical Center||Nashville, Tennessee|USA
Tristar Summit Medical Center||Nashville, Tennessee|USA
Vanderbilt Psychiatric Hospital||Nashville, Tennessee|USA
Vanderbilt Stallworth Rehabilitation Hospital||Nashville, Tennessee|USA
Vanderbilt University Medical Center||Nashville, Tennessee|USA
Veterans Affairs Medical Center||Nashville, Tennessee|USA
Texas portal||Texas|USA
Alta View Hospital|Sandy|Utah|USA
American Fork Hospital|American Fork|Utah|USA
Ashley Regional Medical Center|Vernal|Utah|USA
Bear River Valley Hospital|Tremonton|Utah|USA
Beaver Valley Hospital|Beaver|Utah|USA
Brigham City Community Hospital|Brigham City|Utah|USA
Cache Valley Hospital|North Logan|Utah|USA
Castleview Hospital|Price|Utah|USA
Central Valley Medical Center|Nephi|Utah|USA
Cottonwood Hospital|Murray|Utah|USA
Davis Hospital and Medical Center|Layton|Utah|USA
Delta Community Medical Center|Delta|Utah|USA
Dixie Regional Medical Center|St. George|Utah|USA
Fillmore Community Medical Center|Fillmore|Utah|USA
Garfield Memorial Hospital|Panguitch|Utah|USA
Gunnison Valley Hospital|Gunnison|Utah|USA
Heber Valley Medical Center|Heber|Utah|USA
Highland Ridge Hospital|Midvale|Utah|USA
Huntsman Cancer Institute|Salt Lake City|Utah|USA
Intermountain Medical Center|Murray|Utah|USA
Jordan Valley Medical Center|West Jordan|Utah|USA
Jordan Valley Medical Center West Valley Campus|West Valley City|Utah|USA
Kane County Human Resource SSD(Hospital) (aka Kane County Hospital)|Kanab|Utah|USA
Lakeview Hospital|Bountiful|Utah|USA
LDS Hospital|Salt Lake City|Utah|USA
Lone Peak Hospital|Draper|Utah|USA
Logan Regional Hospital|Logan|Utah|USA
McKay-Dee Hospital Center|Ogden|Utah|USA
Moab Regional Hospital|Moab|Utah|USA
Mountain Point Medical Center|Lehi|Utah|USA
Mountain View Hospital|Payson|Utah|USA
Mountain West Medical Center|Tooele|Utah|USA
Ogden Regional Medical Center|Ogden|Utah|USA
Orem Community Hospital|Orem|Utah|USA
Park City Medical Center|Park City|Utah|USA
Primary Children's Hospital|Salt Lake City|Utah|USA
St. Mark's Hospital|Millcreek Township|Utah|USA
Salt Lake Regional Medical Center|Salt Lake City|Utah|USA
San Juan Hospital|Monticello|Utah|USA
Sanpete Valley Hospital|Mt. Pleasant|Utah|USA
Sevier Valley Hospital|Richfield|Utah|USA
Shriners Hospitals for Children|Salt Lake City|Utah|USA
The Orthopedic Specialty Hospital (TOSH)|Murray|Utah|USA
Tooele Valley Hospital|Tooele|Utah|USA
Timpanogos Regional Hospital|Orem|Utah|USA
Uintah Basin Medical Center|Roosevelt|Utah|USA
University Neuropsychiatric Institute (UNI)|Salt Lake City|Utah|USA
University of Utah Hospital|Salt Lake City|Utah|USA
Utah State Hospital|Provo|Utah|USA
Utah Valley Hospital|Provo|Utah|USA
Valley View Medical Center|Cedar City|Utah|USA
VA Hospital|Salt Lake City|Utah|USA
Since 1830s||Vermont|USA
Augusta Health|Fishersville|Virginia|USA
Bath Community Hospital|Hot Springs|Virginia|USA
Bon Secours DePaul Medical Center|Norfolk|Virginia|USA
Bon Secours Mary Immaculate Hospital|Newport News|Virginia|USA
Bon Secours Maryview Medical Center|Portsmouth|Virginia|USA
Bon Secours Memorial Regional Medical Center|Mechanicsville|Virginia|USA
Bon Secours Richmond Community Hospital|Richmond|Virginia|USA
Bon Secours St. Francis Medical Center|Midlothian|Virginia|USA
Bon Secours St. Mary's Hospital|Richmond|Virginia|USA
